TS,PID,TYPE,FLAG,PATTERN,OPEN,CREATE,DELETE,ENCRYPT,FILENAME
520485764181000,553328,0,0,0,0,0,0,0,/usr/lib/pkgconfig
520485764200749,553328,0,0,0,0,0,0,0,/usr/lib/blt2.5
520485764234173,553328,0,0,0,0,0,0,0,/usr/lib/openvswitch-switch
520485764254632,553328,0,0,0,0,0,0,0,/usr/lib/dkms
520485764276349,553328,0,0,0,0,0,0,0,/usr/lib/networkd-dispatcher
520485764301440,553328,0,0,0,0,0,0,0,/usr/lib/networkd-dispatcher/routable.d
520485764320704,553328,0,0,0,0,0,0,0,/usr/lib/networkd-dispatcher/no-carrier.d
520485764339162,553328,0,0,0,0,0,0,0,/usr/lib/networkd-dispatcher/degraded.d
520485764357427,553328,0,0,0,0,0,0,0,/usr/lib/networkd-dispatcher/carrier.d
520485764376104,553328,0,0,0,0,0,0,0,/usr/lib/networkd-dispatcher/dormant.d
520485764394662,553328,0,0,0,0,0,0,0,/usr/lib/networkd-dispatcher/off.d
520485764413640,553328,0,0,0,0,0,0,0,/usr/lib/open-iscsi
520485764437335,553328,0,0,0,0,0,0,0,/usr/lib/linux
520485764466414,553328,0,0,0,0,0,0,0,/usr/lib/linux/triggers
520485764486347,553328,0,0,0,0,0,0,0,/usr/lib/modprobe.d
520485764513848,553328,0,0,0,0,0,0,0,/usr/lib/needrestart
520485764538255,553328,0,0,0,0,0,0,0,/usr/lib/llvm-11
520485764558522,553328,0,0,0,0,0,0,0,/usr/lib/llvm-11/lib
520485764580466,553328,0,0,0,0,0,0,0,/usr/lib/groff
520485764601108,553328,0,0,0,0,0,0,0,/usr/lib/groff/site-tmac
520485764620684,553328,0,0,0,0,0,0,0,/usr/lib/groff/grog
520485764641032,553328,0,0,0,0,0,0,0,/usr/lib/girepository-1.0
520485764661478,553328,0,0,0,0,0,0,0,/usr/lib/modules
520485764689750,553328,0,0,0,0,0,0,0,/usr/lib/modules/5.15.0-115-generic
520485764719877,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic
520485764768539,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel
520485764797304,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net
520485764849752,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/sunrpc
520485764886343,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/sunrpc/auth_gss
520485764909871,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/ieee802154
520485764933632,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/ieee802154/6lowp
520485764954711,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/vmw_vsock
520485764981576,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/can
520485765006252,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/can/j1939
520485765026407,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/ax25
520485765047749,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/openvswitch
520485765070777,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/x25
520485765091222,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/ipv6
520485765122877,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/ipv6/netfilter
520485765164551,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/ipv6/ila
520485765185590,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/unix
520485765206774,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/rose
520485765227474,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/atm
520485765252016,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/rxrpc
520485765272647,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/802
520485765296410,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/lapb
520485765315811,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/dccp
520485765337100,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/key
520485765357594,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/bridge
520485765379399,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/bridge/netfilter
520485765418675,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/9p
520485765442410,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/netlink
520485765462734,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/sctp
520485765483302,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/netfilter
520485765628571,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/netfilter/ipvs
520485765662851,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/netfilter/ipset
520485765700391,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/phonet
520485765722542,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/tls
520485765743268,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/appletalk
520485765763231,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/ceph
520485765783268,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/packet
520485765803724,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/llc
520485765825510,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/psample
520485765846156,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/sched
520485765930360,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/ipv4
520485765978369,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/ipv4/netfilter
520485766021775,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/bpfilter
520485766042956,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/core
520485766064202,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/xfrm
520485766087761,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/tipc
520485766109063,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/6lowpan
520485766134792,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/8021q
520485766155757,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/netrom
520485766176457,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/net/nsh
520485766197203,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/sound
520485766220212,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/sound/drivers
520485766240548,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/sound/drivers/pcsp
520485766260766,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/sound/pci
520485766280697,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/sound/core
520485766308904,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/sound/core/seq
520485766334959,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/lib
520485766376943,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/lib/lz4
520485766398892,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/lib/math
520485766419191,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/lib/zstd
520485766440236,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/lib/raid6
520485766460482,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/lib/crypto
520485766486355,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/lib/842
520485766507193,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/lib/xz
520485766527358,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/lib/reed_solomon
520485766548764,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/ubuntu
520485766568759,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/ubuntu/ubuntu-host
520485766589440,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers
520485766643357,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/acpi
520485766673564,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/acpi/dptf
520485766695261,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/acpi/nfit
520485766715730,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/acpi/apei
520485766736838,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/bcma
520485766758218,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net
520485766801863,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/caif
520485766823185,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ppp
520485766850067,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/fddi
520485766879388,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/fddi/skf
520485766900370,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/bonding
520485766921558,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/xen-netb
520485766942041,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/vmxnet3
520485766962048,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/wwan
520485766986904,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/wwan/ios
520485767007484,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/pcs
520485767027595,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/hyperv
520485767047006,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/wireguar
520485767067013,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/phy
520485767087549,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ipvlan
520485767109151,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767137158,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767157581,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767178563,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767200733,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767220775,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767247029,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767267666,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767288401,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767308258,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767328813,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767354703,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767375119,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767396088,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767416164,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767435997,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767456120,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767476207,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767495744,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767515954,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767536895,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767559081,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767580848,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767603052,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767624849,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767649810,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767672166,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767693140,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767714601,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767734676,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767754498,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/ethernet
520485767775066,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/vxlan
520485767795273,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/net/slip
520485767815198,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/vhost
520485767839680,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/md
520485767904581,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/md/bcache
520485767925743,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/md/persisten
520485767947121,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/nvme
520485767968141,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/nvme/target
520485767990190,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/nvme/host
520485768024296,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/pcmcia
520485768045595,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/block
520485768070118,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/virt
520485768090672,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/virt/vboxgue
520485768111778,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/hid
520485768135388,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/hid/usbhid
520485768156464,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/rpmsg
520485768176341,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/bus
520485768195764,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/bus/mhi
520485768215946,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/bus/mhi/host
520485768237232,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/ata
520485768262028,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/media
520485768282776,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/media/rc
520485768303425,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/media/cec
520485768323843,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/media/cec/co
520485768345388,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/video
520485768366284,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/video/fbdev
520485768421010,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/video/fbdev/
520485768441699,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/video/fbdev/
520485768470352,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/video/fbdev/
520485768492019,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/video/fbdev/
520485768513023,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/video/fbdev/
520485768536538,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/video/fbdev/
520485768556488,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/video/fbdev/
520485768576909,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/video/fbdev/
520485768597247,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/video/fbdev/
520485768618779,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/video/fbdev/
520485768643269,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/video/fbdev/
520485768663309,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/video/fbdev/
520485768685067,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/xen
520485768711759,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/xen/xenfs
520485768731294,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/xen/xen-pcib
520485768752092,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/parport
520485768773222,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/i2c
520485768793987,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/i2c/algos
520485768814555,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/misc
520485768836432,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/misc/eeprom
520485768862178,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/misc/vmw_vmc
520485768882906,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/target
520485768907948,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/target/iscsi
520485768927714,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/target/loopb
520485768949137,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/dca
520485768969458,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/vfio
520485768989242,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/vfio/mdev
520485769009841,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/ssb
520485769031157,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/pci
520485769051148,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/pci/controll
520485769072826,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/usb
520485769095743,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/usb/misc
520485769115876,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/usb/host
520485769148430,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/usb/storage
520485769170679,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/infiniband
520485769192203,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/infiniband/c
520485769215621,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/infiniband/u
520485769236984,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/infiniband/u
520485769257870,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/infiniband/u
520485769279403,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/crypto
520485769300317,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/crypto/ccp
520485769320927,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/regulator
520485769340399,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/gpu
520485769360706,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/gpu/drm
520485769388524,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/gpu/drm/vbox
520485769409240,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/gpu/drm/vmwg
520485769429745,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/gpu/drm/xen
520485769450374,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/gpu/drm/ast
520485769470287,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/gpu/drm/ttm
520485769490069,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/gpu/drm/virt
520485769510967,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/watchdog
520485769531051,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/leds
520485769550976,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/leds/trigger
520485769571429,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/char
520485769596388,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/char/ipmi
520485769620423,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/char/hw_rand
520485769640702,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/scsi
520485769679568,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/scsi/mpt3sas
520485769699629,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/scsi/lpfc
520485769720390,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/scsi/qla2xxx
520485769741451,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/scsi/libsas
520485769762463,553328,0,1,0,0,1,0,1,/usr/lib/modules/5.15.0-122-generic/kernel/drivers/scsi/device_
